movie_id,movie_name,year,category_id,category_name,won
85,Harry Potter and the Half-Blood Prince,2009,7,Cinematography,0
86,The Hurt Locker,2009,7,Cinematography,0
86,The Hurt Locker,2009,9,Directing,1
86,The Hurt Locker,2009,12,Film Editing,1
86,The Hurt Locker,2009,14,Music (Scoring),0
86,The Hurt Locker,2009,16,Best Picture,1
86,The Hurt Locker,2009,19,Sound,1
86,The Hurt Locker,2009,20,Sound Editing,1
86,The Hurt Locker,2009,22,Writing,1
87,Inglourious Basterds,2009,7,Cinematography,0
87,Inglourious Basterds,2009,9,Directing,0
87,Inglourious Basterds,2009,12,Film Editing,0
87,Inglourious Basterds,2009,16,Best Picture,0
87,Inglourious Basterds,2009,19,Sound,0
87,Inglourious Basterds,2009,20,Sound Editing,0
87,Inglourious Basterds,2009,22,Writing,0
88,The White Ribbon,2009,7,Cinematography,0
89,Bright Star,2009,8,Costume Design,0
90,Coco before Chanel,2009,8,Costume Design,0
91,Precious: Based on the Novel 'Push' by Sapphire,2009,9,Directing,0
91,Precious: Based on the Novel 'Push' by Sapphire,2009,12,Film Editing,0
91,Precious: Based on the Novel 'Push' by Sapphire,2009,16,Best Picture,0
91,Precious: Based on the Novel 'Push' by Sapphire,2009,22,Writing,1
92,Up in the Air,2009,9,Directing,0
92,Up in the Air,2009,16,Best Picture,0
92,Up in the Air,2009,22,Writing,0
93,Burma VJ,2009,10,Documentary (Feature),0
94,The Cove,2009,10,Documentary (Feature),1
95,"Food, Inc.",2009,10,Documentary (Feature),0
96,The Most Dangerous Man in America: Daniel Ellsberg and the Pentagon Papers,2009,10,Documentary (Feature),0
97,Which Way Home,2009,10,Documentary (Feature),0
98,China's Unnatural Disaster: The Tears of Sichuan Province,2009,11,Documentary (Short Subject),0
99,The Last Campaign of Governor Booth Gardner,2009,11,Documentary (Short Subject),0
100,The Last Truck: Closing of a GM Plant,2009,11,Documentary (Short Subject),0
101,Music by Prudence,2009,11,Documentary (Short Subject),1
102,Rabbit Ã  la Berlin,2009,11,Documentary (Short Subject),0
103,District 9,2009,12,Film Editing,0
103,District 9,2009,16,Best Picture,0
103,District 9,2009,21,Visual Effects,0
103,District 9,2009,22,Writing,0
104,Il Divo,2009,13,Makeup,0
105,Star Trek,2009,13,Makeup,1
105,Star Trek,2009,19,Sound,0
105,Star Trek,2009,20,Sound Editing,0
105,Star Trek,2009,21,Visual Effects,0
106,Paris 36,2009,15,Music (Song),0
107,Crazy Heart,2009,15,Music (Song),1
108,The Blind Side,2009,16,Best Picture,0
109,An Education,2009,16,Best Picture,0
109,An Education,2009,22,Writing,0
110,A Serious Man,2009,16,Best Picture,0
110,A Serious Man,2009,22,Writing,0
111,French Roast,2009,17,Short Film (Animated),0
112,Granny O'Grimm's Sleeping Beauty,2009,17,Short Film (Animated),0
113,The Lady and the Reaper (La Dama y la Muerte),2009,17,Short Film (Animated),0
114,Logorama,2009,17,Short Film (Animated),1
115,A Matter of Loaf and Death,2009,17,Short Film (Animated),0
116,The Door,2009,18,Short Film (Live Action),0
117,Instead of Abracadabra,2009,18,Short Film (Live Action),0
118,Kavi,2009,18,Short Film (Live Action),0
119,Miracle Fish,2009,18,Short Film (Live Action),0
120,The New Tenants,2009,18,Short Film (Live Action),1
121,Transformers: Revenge of the Fallen,2009,19,Sound,0
122,In the Loop,2009,22,Writing,0
123,The Messenger,2009,22,Writing,0
124,The Visitor ,2008,1,Actor -- Leading Role,0
125,Frost/Nixon ,2008,1,Actor -- Leading Role,0
126,Milk ,2008,1,Actor -- Leading Role,1
126,Milk ,2008,2,Actor -- Supporting Role,0
127,The Curious Case of Benjamin Button ,2008,1,Actor -- Leading Role,0
127,The Curious Case of Benjamin Button ,2008,4,Actress -- Supporting Role,0
128,The Wrestler ,2008,1,Actor -- Leading Role,0
128,The Wrestler ,2008,4,Actress -- Supporting Role,0
129,Tropic Thunder ,2008,2,Actor -- Supporting Role,0
130,Doubt ,2008,2,Actor -- Supporting Role,0
130,Doubt ,2008,3,Actress -- Leading Role,0
130,Doubt ,2008,4,Actress -- Supporting Role,0
130,Doubt ,2008,4,Actress -- Supporting Role,0
131,The Dark Knight ,2008,2,Actor -- Supporting Role,1
132,Revolutionary Road ,2008,2,Actor -- Supporting Role,0
133,Rachel Getting Married ,2008,3,Actress -- Leading Role,0
134,Changeling ,2008,3,Actress -- Leading Role,0
135,Frozen River ,2008,3,Actress -- Leading Role,0
136,The Reader ,2008,3,Actress -- Leading Role,1
137,Vicky Cristina Barcelona ,2008,4,Actress -- Supporting Role,1
138,Bolt,2008,5,Animated Feature Film,0
139,Kung Fu Panda,2008,5,Animated Feature Film,0
140,WALL-E,2008,5,Animated Feature Film,1
140,WALL-E,2008,14,Music (Scoring),0
140,WALL-E,2008,15,Music (Song),0
140,WALL-E,2008,19,Sound,0
140,WALL-E,2008,20,Sound Editing,0
140,WALL-E,2008,22,Writing,0
141,Changeling,2008,6,Art Direction,0
141,Changeling,2008,7,Cinematography,0
142,The Curious Case of Benjamin Button,2008,6,Art Direction,1
142,The Curious Case of Benjamin Button,2008,7,Cinematography,0
142,The Curious Case of Benjamin Button,2008,8,Costume Design,0
142,The Curious Case of Benjamin Button,2008,9,Directing,0
142,The Curious Case of Benjamin Button,2008,12,Film Editing,0
142,The Curious Case of Benjamin Button,2008,13,Makeup,1
142,The Curious Case of Benjamin Button,2008,14,Music (Scoring),0
142,The Curious Case of Benjamin Button,2008,16,Best Picture,0
142,The Curious Case of Benjamin Button,2008,19,Sound,0
142,The Curious Case of Benjamin Button,2008,21,Visual Effects,1
142,The Curious Case of Benjamin Button,2008,22,Writing,0
143,The Dark Knight,2008,6,Art Direction,0
143,The Dark Knight,2008,7,Cinematography,0
143,The Dark Knight,2008,12,Film Editing,0
143,The Dark Knight,2008,13,Makeup,0
143,The Dark Knight,2008,19,Sound,0
143,The Dark Knight,2008,20,Sound Editing,1
143,The Dark Knight,2008,21,Visual Effects,0
144,The Duchess,2008,6,Art Direction,0
144,The Duchess,2008,8,Costume Design,1
145,Revolutionary Road,2008,6,Art Direction,0
145,Revolutionary Road,2008,8,Costume Design,0
146,The Reader,2008,7,Cinematography,0
146,The Reader,2008,9,Directing,0
146,The Reader,2008,16,Best Picture,0
146,The Reader,2008,22,Writing,0
147,Slumdog Millionaire,2008,7,Cinematography,1
147,Slumdog Millionaire,2008,9,Directing,1
147,Slumdog Millionaire,2008,12,Film Editing,1
147,Slumdog Millionaire,2008,14,Music (Scoring),1
147,Slumdog Millionaire,2008,15,Music (Song),0
147,Slumdog Millionaire,2008,15,Music (Song),1
147,Slumdog Millionaire,2008,16,Best Picture,1
147,Slumdog Millionaire,2008,19,Sound,1
147,Slumdog Millionaire,2008,20,Sound Editing,0
147,Slumdog Millionaire,2008,22,Writing,1
148,Australia,2008,8,Costume Design,0
149,Milk,2008,8,Costume Design,0
149,Milk,2008,9,Directing,0
149,Milk,2008,12,Film Editing,0
149,Milk,2008,14,Music (Scoring),0
149,Milk,2008,16,Best Picture,0
149,Milk,2008,22,Writing,1
150,Frost/Nixon,2008,9,Directing,0
150,Frost/Nixon,2008,12,Film Editing,0
150,Frost/Nixon,2008,16,Best Picture,0
150,Frost/Nixon,2008,22,Writing,0
151,The Betrayal (Nerakhoon),2008,10,Documentary (Feature),0
152,Encounters at the End of the World,2008,10,Documentary (Feature),0
153,The Garden,2008,10,Documentary (Feature),0
154,Man on Wire,2008,10,Documentary (Feature),1
155,Trouble the Water,2008,10,Documentary (Feature),0
156,The Conscience of Nhem En,2008,11,Documentary (Short Subject),0
157,The Final Inch,2008,11,Documentary (Short Subject),0
158,Smile Pinki,2008,11,Documentary (Short Subject),1
159,The Witness - From the Balcony of Room 306,2008,11,Documentary (Short Subject),0
160,Hellboy II: The Golden Army,2008,13,Makeup,0
161,Defiance,2008,14,Music (Scoring),0
162,La Maison en Petits Cubes,2008,17,Short Film (Animated),1
163,Lavatory - Lovestory,2008,17,Short Film (Animated),0
164,Oktapodi,2008,17,Short Film (Animated),0
165,Presto,2008,17,Short Film (Animated),0
166,This Way Up,2008,17,Short Film (Animated),0
167,Auf der Strecke (On the Line),2008,18,Short Film (Live Action),0
168,Manon on the Asphalt,2008,18,Short Film (Live Action),0
169,New Boy,2008,18,Short Film (Live Action),0
170,The Pig,2008,18,Short Film (Live Action),0
171,Spielzeugland (Toyland),2008,18,Short Film (Live Action),1
172,Wanted,2008,19,Sound,0
172,Wanted,2008,20,Sound Editing,0
173,Iron Man,2008,20,Sound Editing,0
173,Iron Man,2008,21,Visual Effects,0
174,Doubt,2008,22,Writing,0
175,Frozen River,2008,22,Writing,0
176,Happy-Go-Lucky,2008,22,Writing,0
177,In Bruges,2008,22,Writing,0
178,Michael Clayton ,2007,1,Actor -- Leading Role,0
178,Michael Clayton ,2007,2,Actor -- Supporting Role,0
178,Michael Clayton ,2007,4,Actress -- Supporting Role,1
179,There Will Be Blood ,2007,1,Actor -- Leading Role,1
180,Sweeney Todd The Demon Barber of Fleet Street ,2007,1,Actor -- Leading Role,0
181,In the Valley of Elah ,2007,1,Actor -- Leading Role,0
182,Eastern Promises ,2007,1,Actor -- Leading Role,0
183,The Assassination of Jesse James by the Coward Robert Ford ,2007,2,Actor -- Supporting Role,0
184,No Country for Old Men ,2007,2,Actor -- Supporting Role,1
185,Charlie Wilson's War ,2007,2,Actor -- Supporting Role,0
186,Into the Wild ,2007,2,Actor -- Supporting Role,0
187,Elizabeth: The Golden Age ,2007,3,Actress -- Leading Role,0
188,Away from Her ,2007,3,Actress -- Leading Role,0
189,La Vie en Rose ,2007,3,Actress -- Leading Role,1
190,The Savages ,2007,3,Actress -- Leading Role,0
191,Juno ,2007,3,Actress -- Leading Role,0
192,I'm Not There ,2007,4,Actress -- Supporting Role,0
193,American Gangster ,2007,4,Actress -- Supporting Role,0
194,Atonement ,2007,4,Actress -- Supporting Role,0
195,Gone Baby Gone ,2007,4,Actress -- Supporting Role,0
196,Persepolis,2007,5,Animated Feature Film,0
197,Ratatouille,2007,5,Animated Feature Film,1
197,Ratatouille,2007,14,Music (Scoring),0
197,Ratatouille,2007,19,Sound,0
197,Ratatouille,2007,20,Sound Editing,0
197,Ratatouille,2007,22,Writing,0
198,Surf's Up,2007,5,Animated Feature Film,0
199,American Gangster,2007,6,Art Direction,0
200,Atonement,2007,6,Art Direction,0
200,Atonement,2007,7,Cinematography,0
200,Atonement,2007,8,Costume Design,0
200,Atonement,2007,14,Music (Scoring),1
200,Atonement,2007,16,Best Picture,0
200,Atonement,2007,22,Writing,0
201,The Golden Compass,2007,6,Art Direction,0
201,The Golden Compass,2007,21,Visual Effects,1
202,Sweeney Todd The Demon Barber of Fleet Street,2007,6,Art Direction,1
202,Sweeney Todd The Demon Barber of Fleet Street,2007,8,Costume Design,0
203,There Will Be Blood,2007,6,Art Direction,0
203,There Will Be Blood,2007,7,Cinematography,1
203,There Will Be Blood,2007,9,Directing,0
203,There Will Be Blood,2007,12,Film Editing,0
203,There Will Be Blood,2007,16,Best Picture,0
203,There Will Be Blood,2007,20,Sound Editing,0
203,There Will Be Blood,2007,22,Writing,0
204,The Assassination of Jesse James by the Coward Robert Ford,2007,7,Cinematography,0
205,The Diving Bell and the Butterfly,2007,7,Cinematography,0
205,The Diving Bell and the Butterfly,2007,9,Directing,0
205,The Diving Bell and the Butterfly,2007,12,Film Editing,0
205,The Diving Bell and the Butterfly,2007,22,Writing,0
206,No Country for Old Men,2007,7,Cinematography,0
206,No Country for Old Men,2007,9,Directing,1
206,No Country for Old Men,2007,12,Film Editing,0
206,No Country for Old Men,2007,16,Best Picture,1
206,No Country for Old Men,2007,19,Sound,0
206,No Country for Old Men,2007,20,Sound Editing,0
206,No Country for Old Men,2007,22,Writing,1
207,Across the Universe,2007,8,Costume Design,0
208,Elizabeth: The Golden Age,2007,8,Costume Design,1
209,La Vie en Rose,2007,8,Costume Design,0
209,La Vie en Rose,2007,13,Makeup,1
210,Juno,2007,9,Directing,0
210,Juno,2007,16,Best Picture,0
210,Juno,2007,22,Writing,1
211,Michael Clayton,2007,9,Directing,0
211,Michael Clayton,2007,14,Music (Scoring),0
211,Michael Clayton,2007,16,Best Picture,0
211,Michael Clayton,2007,22,Writing,0
212,No End in Sight,2007,10,Documentary (Feature),0
213,Operation Homecoming: Writing the Wartime Experience,2007,10,Documentary (Feature),0
214,Sicko,2007,10,Documentary (Feature),0
215,Taxi to the Dark Side,2007,10,Documentary (Feature),1
216,War/Dance,2007,10,Documentary (Feature),0
217,Freeheld,2007,11,Documentary (Short Subject),1
218,La Corona (The Crown),2007,11,Documentary (Short Subject),0
219,Salim Baba,2007,11,Documentary (Short Subject),0
220,Sari's Mother,2007,11,Documentary (Short Subject),0
221,The Bourne Ultimatum,2007,12,Film Editing,1
221,The Bourne Ultimatum,2007,19,Sound,1
221,The Bourne Ultimatum,2007,20,Sound Editing,1
222,Into the Wild,2007,12,Film Editing,0
223,Norbit,2007,13,Makeup,0
224,Pirates of the Caribbean: At World's End,2007,13,Makeup,0
224,Pirates of the Caribbean: At World's End,2007,21,Visual Effects,0
225,The Kite Runner,2007,14,Music (Scoring),0
226,3:10 to Yuma,2007,14,Music (Scoring),0
226,3:10 to Yuma,2007,19,Sound,0
227,Once,2007,15,Music (Song),1
228,Enchanted,2007,15,Music (Song),0
228,Enchanted,2007,15,Music (Song),0
228,Enchanted,2007,15,Music (Song),0
229,August Rush,2007,15,Music (Song),0
230,I Met the Walrus,2007,17,Short Film (Animated),0
231,Madame Tutli-Putli,2007,17,Short Film (Animated),0
232,MÃªme les Pigeons Vont au Paradis (Even Pigeons Go to Heaven),2007,17,Short Film (Animated),0
233,My Love (Moya Lyubov),2007,17,Short Film (Animated),0
234,Peter & the Wolf,2007,17,Short Film (Animated),1
235,At Night,2007,18,Short Film (Live Action),0
236,Il Supplente (The Substitute),2007,18,Short Film (Live Action),0
237,Le Mozart des Pickpockets (The Mozart of Pickpockets),2007,18,Short Film (Live Action),1
238,Tanghi Argentini,2007,18,Short Film (Live Action),0
239,The Tonto Woman,2007,18,Short Film (Live Action),0
240,Transformers,2007,19,Sound,0
240,Transformers,2007,20,Sound Editing,0
240,Transformers,2007,21,Visual Effects,0
241,Away from Her,2007,22,Writing,0
242,Lars and the Real Girl,2007,22,Writing,0
243,The Savages,2007,22,Writing,0
244,Blood Diamond ,2006,1,Actor -- Leading Role,0
244,Blood Diamond ,2006,2,Actor -- Supporting Role,0
245,Half Nelson ,2006,1,Actor -- Leading Role,0
246,Venus ,2006,1,Actor -- Leading Role,0
247,The Pursuit of Happyness ,2006,1,Actor -- Leading Role,0
248,The Last King of Scotland ,2006,1,Actor -- Leading Role,1
249,Little Miss Sunshine ,2006,2,Actor -- Supporting Role,1
249,Little Miss Sunshine ,2006,4,Actress -- Supporting Role,0
250,Little Children ,2006,2,Actor -- Supporting Role,0
250,Little Children ,2006,3,Actress -- Leading Role,0
251,Dreamgirls ,2006,2,Actor -- Supporting Role,0
251,Dreamgirls ,2006,4,Actress -- Supporting Role,1
252,The Departed ,2006,2,Actor -- Supporting Role,0
253,Volver ,2006,3,Actress -- Leading Role,0
254,Notes on a Scandal ,2006,3,Actress -- Leading Role,0
254,Notes on a Scandal ,2006,4,Actress -- Supporting Role,0
255,The Queen ,2006,3,Actress -- Leading Role,1
256,The Devil Wears Prada ,2006,3,Actress -- Leading Role,0
257,Babel ,2006,4,Actress -- Supporting Role,0
257,Babel ,2006,4,Actress -- Supporting Role,0
258,Cars,2006,5,Animated Feature Film,0
258,Cars,2006,15,Music (Song),0
259,Happy Feet,2006,5,Animated Feature Film,1
260,Monster House,2006,5,Animated Feature Film,0
261,Dreamgirls,2006,6,Art Direction,0
261,Dreamgirls,2006,8,Costume Design,0
261,Dreamgirls,2006,15,Music (Song),0
261,Dreamgirls,2006,15,Music (Song),0
261,Dreamgirls,2006,15,Music (Song),0
261,Dreamgirls,2006,19,Sound,1
262,The Good Shepherd,2006,6,Art Direction,0
263,Pan's Labyrinth,2006,6,Art Direction,1
263,Pan's Labyrinth,2006,7,Cinematography,1
263,Pan's Labyrinth,2006,13,Makeup,1
263,Pan's Labyrinth,2006,14,Music (Scoring),0
263,Pan's Labyrinth,2006,22,Writing,0
264,Pirates of the Caribbean: Dead Man's Chest,2006,6,Art Direction,0
264,Pirates of the Caribbean: Dead Man's Chest,2006,19,Sound,0
264,Pirates of the Caribbean: Dead Man's Chest,2006,20,Sound Editing,0
264,Pirates of the Caribbean: Dead Man's Chest,2006,21,Visual Effects,1
265,The Prestige,2006,6,Art Direction,0
265,The Prestige,2006,7,Cinematography,0
266,The Black Dahlia,2006,7,Cinematography,0
267,Children of Men,2006,7,Cinematography,0
267,Children of Men,2006,12,Film Editing,0
267,Children of Men,2006,22,Writing,0
268,The Illusionist,2006,7,Cinematography,0
269,Curse of the Golden Flower,2006,8,Costume Design,0
270,The Devil Wears Prada,2006,8,Costume Design,0
271,Marie Antoinette,2006,8,Costume Design,1
272,The Queen,2006,8,Costume Design,0
272,The Queen,2006,9,Directing,0
272,The Queen,2006,14,Music (Scoring),0
272,The Queen,2006,16,Best Picture,0
272,The Queen,2006,22,Writing,0
273,Babel,2006,9,Directing,0
273,Babel,2006,12,Film Editing,0
273,Babel,2006,14,Music (Scoring),1
273,Babel,2006,16,Best Picture,0
273,Babel,2006,22,Writing,0
274,The Departed,2006,9,Directing,1
274,The Departed,2006,12,Film Editing,1
274,The Departed,2006,16,Best Picture,1
274,The Departed,2006,22,Writing,1
275,Letters from Iwo Jima,2006,9,Directing,0
275,Letters from Iwo Jima,2006,16,Best Picture,0
275,Letters from Iwo Jima,2006,20,Sound Editing,1
275,Letters from Iwo Jima,2006,22,Writing,0
276,United 93,2006,9,Directing,0
276,United 93,2006,12,Film Editing,0
277,Deliver Us from Evil,2006,10,Documentary (Feature),0
278,An Inconvenient Truth,2006,10,Documentary (Feature),1
278,An Inconvenient Truth,2006,15,Music (Song),1
279,Iraq in Fragments,2006,10,Documentary (Feature),0
280,Jesus Camp,2006,10,Documentary (Feature),0
281,"My Country, My Country",2006,10,Documentary (Feature),0
282,The Blood of Yingzhou District,2006,11,Documentary (Short Subject),1
283,Recycled Life,2006,11,Documentary (Short Subject),0
284,Rehearsing a Dream,2006,11,Documentary (Short Subject),0
285,Two Hands,2006,11,Documentary (Short Subject),0
286,Blood Diamond,2006,12,Film Editing,0
286,Blood Diamond,2006,19,Sound,0
286,Blood Diamond,2006,20,Sound Editing,0
287,Apocalypto,2006,13,Makeup,0
287,Apocalypto,2006,19,Sound,0
287,Apocalypto,2006,20,Sound Editing,0
288,Click,2006,13,Makeup,0
289,The Good German,2006,14,Music (Scoring),0
290,Notes on a Scandal,2006,14,Music (Scoring),0
290,Notes on a Scandal,2006,22,Writing,0
291,Little Miss Sunshine,2006,16,Best Picture,0
291,Little Miss Sunshine,2006,22,Writing,1
292,The Danish Poet,2006,17,Short Film (Animated),1
293,Lifted,2006,17,Short Film (Animated),0
294,The Little Matchgirl,2006,17,Short Film (Animated),0
295,Maestro,2006,17,Short Film (Animated),0
296,No Time for Nuts,2006,17,Short Film (Animated),0
297,Binta and the Great Idea (Binta Y La Gran Idea),2006,18,Short Film (Live Action),0
298,Ãramos Pocos (One Too Many),2006,18,Short Film (Live Action),0
299,Helmer & Son,2006,18,Short Film (Live Action),0
300,The Saviour,2006,18,Short Film (Live Action),0
301,West Bank Story,2006,18,Short Film (Live Action),1
302,Flags of Our Fathers,2006,19,Sound,0
302,Flags of Our Fathers,2006,20,Sound Editing,0
303,Poseidon,2006,21,Visual Effects,0
304,Superman Returns,2006,21,Visual Effects,0
