movie_id,category_id,nomination_number,won
218,16,1,0
218,22,1,0
219,5,1,0
219,15,1,0
220,5,1,1
221,5,1,0
222,6,1,0
223,6,1,1
223,7,1,1
223,13,1,1
223,14,1,0
223,22,1,0
224,6,1,0
224,19,1,0
224,20,1,0
224,21,1,1
225,6,1,0
225,7,1,0
226,7,1,0
227,7,1,0
227,12,1,0
227,22,1,0
228,7,1,0
229,8,1,0
230,8,1,1
231,9,1,0
231,16,1,0
231,20,1,1
231,22,1,0
232,9,1,0
232,12,1,0
233,10,1,0
234,10,1,1
234,15,1,1
235,10,1,0
236,10,1,0
237,10,1,0
238,11,1,1
239,11,1,0
240,11,1,0
241,11,1,0
242,13,1,0
242,19,1,0
242,20,1,0
243,13,1,0
244,14,1,0
245,17,1,1
246,17,1,0
247,17,1,0
248,17,1,0
249,17,1,0
250,18,1,0
251,18,1,0
252,18,1,0
253,18,1,0
254,18,1,1
255,19,1,0
255,20,1,0
256,21,1,0
257,21,1,0
258,22,1,0
259,1,1,1
259,4,1,0
259,9,1,0
259,16,1,0
259,22,1,0
260,1,1,0
260,15,1,1
261,1,1,0
261,2,1,0
261,4,1,0
261,7,1,0
261,9,1,1
261,14,1,1
261,16,1,0
261,22,1,1
262,1,1,0
262,3,1,1
262,8,1,0
262,12,1,0
262,19,1,0
263,1,1,0
263,6,1,0
263,7,1,0
263,9,1,0
263,16,1,0
263,22,1,0
264,2,1,1
264,22,1,0
265,2,1,0
265,9,1,0
265,12,1,1
265,15,1,0
265,16,1,1
265,22,1,1
266,2,1,0
266,12,1,0
266,13,1,0
267,2,1,0
267,22,1,0
268,3,1,0
268,8,1,0
269,3,1,0
269,15,1,0
270,3,1,0
270,6,1,0
270,8,1,0
270,14,1,0
271,3,1,0
271,4,1,0
272,4,1,0
273,4,1,1
273,12,1,0
273,14,1,0
273,22,1,0
274,5,1,0
275,5,1,0
276,5,1,1
277,6,1,0
278,6,1,0
278,19,1,1
278,20,1,1
278,21,1,1
279,6,1,1
279,7,1,1
279,8,1,1
279,14,1,0
279,19,1,0
279,20,1,0
280,7,1,0
281,7,1,0
282,8,1,0
283,9,1,0
283,12,1,0
283,14,1,0
283,16,1,0
283,22,1,0
284,10,1,0
285,10,1,0
286,10,1,1
287,10,1,0
288,10,1,0
289,11,1,0
290,11,1,0
291,11,1,0
292,11,1,1
293,13,1,1
293,19,1,0
293,21,1,0
294,13,1,0
295,17,1,0
296,17,1,1
297,17,1,0
298,17,1,0
299,17,1,0
300,18,1,0
301,18,1,0
302,18,1,0
303,18,1,0
304,18,1,1
305,19,1,0
305,20,1,0
305,21,1,0
306,22,1,0
307,22,1,0
308,1,1,0
308,4,1,0
308,22,1,0
309,1,1,0
309,6,1,0
309,8,1,0
309,12,1,0
309,14,1,1
309,16,1,0
309,22,1,0
310,1,1,0
310,2,1,0
310,4,1,1
310,6,1,1
310,7,1,1
310,8,1,1
310,9,1,0
310,12,1,1
310,16,1,0
310,19,1,0
310,22,1,0
311,1,1,0
311,2,1,1
311,3,1,1
311,9,1,1
311,12,1,0
311,16,1,1
311,22,1,0
312,1,1,1
312,8,1,0
312,9,1,0
312,12,1,0
312,16,1,0
312,19,1,1
313,2,1,0
313,4,1,0
313,9,1,0
313,16,1,0
313,22,1,1
314,2,1,0
314,12,1,0
315,2,1,0
315,4,1,0
316,3,1,0
317,3,1,0
318,3,1,0
318,9,1,0
318,22,1,0
319,3,1,0
319,22,1,1
320,4,1,0
321,5,1,1
321,19,1,0
321,20,1,1
321,22,1,0
322,5,1,0
323,5,1,0
323,15,1,0
324,6,1,0
324,8,1,0
324,13,1,1
324,14,1,0
325,6,1,0
325,7,1,0
325,15,1,0
326,6,1,0
326,7,1,0
327,7,1,0
328,7,1,0
328,13,1,0
328,14,1,0
329,8,1,0
330,10,1,1
331,10,1,0
332,10,1,0
333,10,1,0
334,10,1,0
335,11,1,0
336,11,1,0
337,11,1,0
338,11,1,1
339,11,1,0
340,13,1,0
341,14,1,0
341,21,1,0
342,14,1,0
343,15,1,1
343,22,1,0
344,15,1,0
344,19,1,0
344,20,1,0
345,15,1,0
346,17,1,0
347,17,1,0
348,17,1,0
349,17,1,0
350,17,1,1
351,18,1,0
352,18,1,0
353,18,1,0
354,18,1,0
355,18,1,1
356,19,1,0
356,20,1,0
356,21,1,1
357,21,1,0
358,22,1,0
359,1,1,0
359,13,1,0
359,19,1,0
359,20,1,0
359,21,1,0
360,1,1,0
360,4,1,0
360,14,1,0
361,1,1,0
361,4,1,1
361,7,1,0
361,12,1,0
361,14,1,0
361,15,1,0
361,15,2,0
362,1,1,0
362,9,1,0
362,16,1,0
362,22,1,1
363,1,1,1
363,2,1,1
363,4,1,0
363,9,1,0
363,16,1,0
363,22,1,0
364,2,1,0
365,2,1,0
365,3,1,0
366,2,1,0
366,3,1,0
366,22,1,0
367,2,1,0
367,6,1,0
367,8,1,0
367,19,1,0
368,3,1,0
369,3,1,0
370,3,1,1
371,4,1,0
372,4,1,0
373,5,1,0
374,5,1,1
374,14,1,0
374,20,1,0
374,22,1,0
375,5,1,0
375,15,1,0
376,6,1,0
376,7,1,0
376,8,1,0
377,6,1,1
377,8,1,1
377,9,1,1
377,12,1,1
377,13,1,1
377,14,1,1
377,15,1,1
377,16,1,1
377,19,1,1
377,21,1,1
377,22,1,1
378,6,1,0
378,7,1,1
378,8,1,0
378,9,1,0
378,12,1,0
378,13,1,0
378,16,1,0
378,19,1,0
378,20,1,1
378,21,1,0
379,6,1,0
379,7,1,0
379,8,1,0
379,12,1,0
379,16,1,0
379,19,1,0
379,22,1,0
380,7,1,0
380,9,1,0
380,12,1,0
380,22,1,0
381,10,1,0
382,10,1,0
383,10,1,1
384,10,1,0
385,10,1,0
386,11,1,0
387,11,1,1
388,11,1,0
389,14,1,0
390,15,1,0
391,17,1,0
392,17,1,0
393,17,1,0
394,17,1,1
395,17,1,0
396,18,1,0
397,18,1,0
398,18,1,0
399,18,1,0
400,18,1,1
401,22,1,0
402,22,1,0
403,22,1,0
404,1,1,1
404,7,1,0
404,8,1,0
404,9,1,1
404,12,1,0
404,16,1,0
404,22,1,1
405,1,1,0
405,2,1,1
405,4,1,0
405,22,1,0
406,1,1,0
407,1,1,0
407,6,1,0
407,7,1,0
407,8,1,0
407,9,1,0
407,12,1,0
407,15,1,0
407,16,1,0
407,19,1,0
407,22,1,0
408,1,1,0
408,4,1,0
409,2,1,0
409,3,1,1
409,4,1,0
409,8,1,0
409,9,1,0
409,12,1,0
409,14,1,0
409,16,1,0
409,22,1,0
410,2,1,0
410,6,1,0
410,7,1,1
410,14,1,0
410,19,1,0
410,20,1,0
411,2,1,0
411,3,1,0
411,4,1,0
411,4,2,1
411,6,1,1
411,7,1,0
411,8,1,1
411,9,1,0
411,12,1,1
411,15,1,0
411,16,1,1
411,19,1,1
411,22,1,0
412,2,1,0
412,14,1,0
413,3,1,0
413,6,1,0
413,8,1,0
413,13,1,1
413,14,1,1
413,15,1,0
414,3,1,0
415,3,1,0
415,7,1,0
415,14,1,0
415,22,1,0
416,5,1,0
417,5,1,0
418,5,1,0
419,5,1,1
420,5,1,0
421,6,1,0
421,12,1,0
421,16,1,0
421,19,1,0
421,20,1,1
421,21,1,1
422,9,1,0
422,22,1,1
423,10,1,1
424,10,1,0
425,10,1,0
426,10,1,0
427,10,1,0
428,11,1,0
429,11,1,0
430,11,1,1
431,11,1,0
432,13,1,0
433,15,1,0
434,15,1,1
435,17,1,0
436,17,1,1
437,17,1,0
438,17,1,0
439,17,1,0
440,18,1,0
441,18,1,0
442,18,1,0
443,18,1,0
444,18,1,1
445,19,1,0
445,21,1,0
446,20,1,0
447,21,1,0
448,22,1,0
449,22,1,0
450,22,1,0
451,1,1,0
451,4,1,1
451,9,1,1
451,12,1,0
451,13,1,0
451,14,1,0
451,16,1,1
451,22,1,1
452,1,1,0
453,1,1,0
453,2,1,0
454,1,1,1
454,2,1,0
455,1,1,0
455,3,1,0
455,4,1,0
455,16,1,0
455,22,1,0
456,2,1,1
456,3,1,0
456,4,1,0
457,2,1,0
458,2,1,0
458,6,1,0
458,7,1,1
458,8,1,0
458,9,1,0
458,12,1,0
458,13,1,1
458,14,1,1
458,15,1,0
458,16,1,0
458,19,1,0
458,21,1,1
458,22,1,0
459,3,1,1
459,22,1,0
460,3,1,0
460,6,1,1
460,7,1,0
460,8,1,1
460,12,1,0
460,13,1,0
460,16,1,0
460,19,1,0
461,3,1,0
462,4,1,0
462,4,2,0
462,6,1,0
462,8,1,0
462,9,1,0
462,16,1,0
462,22,1,1
463,5,1,0
464,5,1,0
464,14,1,0
464,15,1,1
464,20,1,0
465,5,1,1
465,22,1,0
466,6,1,0
466,7,1,0
466,19,1,0
466,22,1,0
467,6,1,0
467,8,1,0
467,14,1,0
468,7,1,0
468,9,1,0
468,12,1,1
468,19,1,1
469,7,1,0
470,8,1,0
471,9,1,0
472,10,1,0
473,10,1,0
474,10,1,1
475,10,1,0
476,10,1,0
477,11,1,0
478,11,1,0
479,11,1,1
480,12,1,0
480,22,1,0
481,14,1,0
481,21,1,0
482,15,1,0
482,19,1,0
482,20,1,1
482,21,1,0
483,15,1,0
484,15,1,0
485,17,1,0
486,17,1,1
487,17,1,0
488,17,1,0
489,17,1,0
490,18,1,1
491,18,1,0
492,18,1,0
493,18,1,0
494,18,1,0
495,22,1,0
496,22,1,0
497,1,1,0
498,1,1,1
498,2,1,0
498,6,1,0
498,7,1,0
498,8,1,1
498,9,1,0
498,12,1,0
498,14,1,0
498,16,1,1
498,19,1,1
498,21,1,1
498,22,1,0
499,1,1,0
499,19,1,0
500,1,1,0
500,4,1,1
501,1,1,0
501,6,1,0
501,8,1,0
502,2,1,0
502,3,1,0
503,2,1,0
503,13,1,0
504,2,1,1
504,9,1,1
504,12,1,1
504,16,1,0
504,22,1,1
505,2,1,0
505,3,1,1
505,9,1,0
505,16,1,0
505,22,1,0
506,3,1,0
506,4,1,0
506,14,1,0
506,16,1,0
506,22,1,0
507,3,1,0
508,3,1,0
508,22,1,0
509,4,1,0
509,4,2,0
509,12,1,0
509,22,1,1
510,4,1,0
510,9,1,0
510,22,1,0
511,6,1,1
511,7,1,1
511,8,1,0
511,9,1,0
511,12,1,0
511,14,1,1
511,15,1,0
511,16,1,0
511,22,1,0
512,6,1,0
512,8,1,0
512,13,1,1
513,6,1,0
514,7,1,0
514,14,1,0
515,7,1,0
515,22,1,0
516,7,1,0
516,14,1,0
516,19,1,0
517,8,1,0
518,10,1,1
519,10,1,0
520,10,1,0
521,10,1,0
522,10,1,0
523,11,1,1
524,11,1,0
525,11,1,0
526,11,1,0
527,11,1,0
528,12,1,0
528,15,1,1
528,22,1,0
529,13,1,0
530,15,1,0
531,15,1,0
532,15,1,0
533,17,1,1
534,17,1,0
535,17,1,0
536,18,1,0
537,18,1,0
538,18,1,1
539,18,1,0
540,18,1,0
541,19,1,0
541,21,1,0
542,19,1,0
542,20,1,1
543,20,1,0
544,21,1,0
545,1,1,0
545,7,1,0
545,9,1,0
545,12,1,0
545,16,1,0
545,19,1,0
545,22,1,0
546,1,1,0
547,1,1,0
547,4,1,0
548,1,1,1
548,3,1,0
548,7,1,1
548,9,1,1
548,12,1,0
548,14,1,0
548,16,1,1
548,22,1,1
549,1,1,0
550,2,1,1
550,6,1,0
550,9,1,0
550,12,1,0
550,14,1,0
550,16,1,0
550,22,1,1
551,2,1,0
551,15,1,0
551,22,1,0
552,2,1,0
552,16,1,0
552,19,1,0
552,22,1,0
553,2,1,0
553,6,1,0
553,8,1,0
553,14,1,0
553,22,1,0
554,2,1,0
554,4,1,0
554,9,1,0
554,12,1,0
554,16,1,0
554,22,1,0
555,3,1,0
556,3,1,0
556,7,1,0
557,3,1,0
557,15,1,0
558,3,1,1
558,4,1,0
559,4,1,1
560,4,1,0
560,9,1,0
560,22,1,0
561,6,1,0
561,8,1,0
562,6,1,1
562,7,1,0
562,8,1,0
563,6,1,0
563,8,1,1
563,13,1,1
563,22,1,0
564,7,1,0
565,8,1,0
566,10,1,0
567,10,1,0
568,10,1,0
569,10,1,1
570,10,1,0
571,11,1,0
572,11,1,1
573,11,1,0
574,12,1,1
574,19,1,1
574,20,1,1
574,21,1,1
575,13,1,0
576,13,1,0
577,13,1,0
578,14,1,0
579,14,1,1
580,15,1,0
581,15,1,0
582,15,1,1
583,17,1,0
584,17,1,0
585,17,1,1
586,17,1,0
587,17,1,0
588,18,1,0
589,18,1,0
590,18,1,0
591,18,1,0
592,18,1,1
593,19,1,0
594,19,1,0
594,20,1,0
594,21,1,0
595,20,1,0
596,21,1,0
597,22,1,0
598,1,1,1
598,9,1,0
598,12,1,0
598,14,1,1
598,16,1,0
598,22,1,0
599,1,1,0
599,6,1,0
599,7,1,1
599,9,1,1
599,12,1,1
599,13,1,0
599,14,1,0
599,16,1,0
599,19,1,1
599,20,1,1
599,22,1,0
600,1,1,0
600,4,1,0
600,22,1,1
601,1,1,0
601,2,1,1
602,1,1,0
603,2,1,0
603,7,1,0
604,2,1,0
604,9,1,0
604,22,1,0
605,2,1,0
605,3,1,1
605,4,1,1
605,6,1,1
605,7,1,0
605,8,1,1
605,9,1,0
605,12,1,0
605,13,1,0
605,14,1,1
605,16,1,1
605,19,1,0
605,22,1,1
606,2,1,0
606,22,1,0
607,3,1,0
607,6,1,0
607,7,1,0
607,8,1,0
607,13,1,1
607,14,1,0
607,16,1,0
608,3,1,0
609,3,1,0
610,3,1,0
610,4,1,0
611,4,1,0
611,22,1,0
612,4,1,0
613,6,1,0
613,8,1,0
613,14,1,0
614,6,1,0
614,21,1,1
615,7,1,0
615,9,1,0
615,12,1,0
615,14,1,0
615,16,1,0
615,19,1,0
615,22,1,0
616,8,1,0
617,8,1,0
618,10,1,0
619,10,1,0
620,10,1,1
621,10,1,0
622,10,1,0
623,11,1,1
624,11,1,0
625,11,1,0
626,12,1,0
626,22,1,0
627,14,1,0
628,14,1,0
629,14,1,0
630,14,1,0
630,15,1,1
631,15,1,0
631,19,1,0
631,20,1,0
631,21,1,0
632,15,1,0
633,15,1,0
634,15,1,0
635,17,1,1
636,17,1,0
637,17,1,0
638,17,1,0
639,17,1,0
640,18,1,0
641,18,1,1
642,18,1,0
643,18,1,0
644,18,1,0
645,19,1,0
645,20,1,0
646,21,1,0
647,22,1,0
648,1,1,0
648,2,1,1
648,4,1,0
648,9,1,0
648,12,1,0
648,14,1,0
648,15,1,0
648,16,1,0
648,22,1,1
649,1,1,0
650,1,1,0
651,1,1,0
651,22,1,0
652,1,1,1
652,2,1,0
652,3,1,1
652,12,1,0
652,14,1,0
652,16,1,0
652,22,1,0
653,2,1,0
654,2,1,0
654,7,1,0
654,8,1,0
654,14,1,0
655,2,1,0
655,4,1,0
655,22,1,0
656,3,1,0
656,7,1,0
656,8,1,0
656,22,1,0
657,3,1,0
658,3,1,0
658,13,1,0
659,3,1,0
659,4,1,0
659,6,1,1
659,7,1,1
659,8,1,1
659,9,1,1
659,12,1,1
659,13,1,0
659,14,1,1
659,15,1,1
659,16,1,1
659,19,1,1
659,20,1,1
659,21,1,1
660,4,1,1
660,6,1,0
660,7,1,0
660,9,1,0
660,12,1,0
660,14,1,0
660,16,1,0
660,19,1,0
660,22,1,1
661,4,1,0
662,6,1,0
663,6,1,0
663,7,1,0
663,8,1,0
663,14,1,0
664,6,1,0
664,13,1,1
664,14,1,0
665,8,1,0
666,9,1,0
666,14,1,1
666,16,1,0
666,22,1,0
667,9,1,0
667,22,1,0
668,10,1,0
669,10,1,0
670,10,1,0
671,10,1,1
672,10,1,0
673,11,1,0
674,11,1,0
675,11,1,0
676,11,1,0
677,11,1,1
678,12,1,0
678,19,1,0
679,14,1,0
679,15,1,0
680,14,1,0
681,15,1,0
682,15,1,0
682,19,1,0
683,17,1,0
684,17,1,1
685,17,1,0
686,17,1,0
687,17,1,0
688,18,1,0
689,18,1,0
690,18,1,0
691,18,1,1
692,18,1,0
693,19,1,0
694,20,1,0
695,20,1,0
696,21,1,0
697,21,1,0
698,22,1,0
699,22,1,0
700,1,1,0
700,2,1,1
700,12,1,0
700,16,1,0
700,22,1,0
701,1,1,0
701,3,1,0
701,4,1,1
701,6,1,1
701,7,1,1
701,8,1,1
701,9,1,1
701,12,1,1
701,14,1,1
701,16,1,1
701,19,1,1
701,22,1,0
702,1,1,0
702,9,1,0
703,1,1,1
703,2,1,0
703,9,1,0
703,12,1,0
703,14,1,0
703,16,1,0
703,22,1,0
704,1,1,0
704,22,1,1
705,2,1,0
705,3,1,1
705,7,1,0
705,9,1,0
705,12,1,0
705,16,1,0
705,22,1,1
706,2,1,0
707,2,1,0
707,13,1,0
708,3,1,0
708,4,1,0
708,9,1,0
708,16,1,0
708,22,1,0
709,3,1,0
710,3,1,0
711,4,1,0
711,22,1,0
712,4,1,0
712,15,1,0
713,4,1,0
713,8,1,0
714,6,1,0
715,6,1,0
715,7,1,0
715,12,1,0
715,15,1,1
715,19,1,0
716,6,1,0
716,8,1,0
716,14,1,0
716,22,1,0
717,6,1,0
718,7,1,0
719,7,1,0
719,14,1,0
720,8,1,0
721,8,1,0
721,14,1,1
722,10,1,0
723,10,1,0
724,10,1,0
725,10,1,0
726,10,1,1
727,11,1,1
728,11,1,0
729,11,1,0
730,11,1,0
731,11,1,0
732,13,1,1
733,13,1,0
734,14,1,0
735,14,1,0
736,14,1,0
737,14,1,0
738,14,1,0
739,15,1,0
740,15,1,0
741,15,1,0
742,17,1,0
743,17,1,0
744,17,1,1
745,17,1,0
746,18,1,0
747,18,1,1
748,18,1,0
749,18,1,0
750,18,1,0
751,19,1,0
751,21,1,1
752,19,1,0
753,19,1,0
753,21,1,0
754,20,1,0
755,20,1,0
756,20,1,1
757,21,1,0
758,22,1,0
759,22,1,0
760,1,1,1
760,3,1,0
760,9,1,0
760,22,1,0
761,1,1,0
762,1,1,0
762,4,1,0
762,14,1,0
762,22,1,0
763,1,1,0
763,3,1,1
763,9,1,0
763,15,1,0
764,1,1,0
764,9,1,0
764,14,1,1
764,16,1,0
764,22,1,0
765,2,1,0
765,6,1,0
765,9,1,0
765,12,1,0
765,16,1,0
765,21,1,1
765,22,1,0
766,2,1,0
766,4,1,0
766,6,1,0
766,12,1,1
766,14,1,0
766,16,1,0
766,19,1,1
766,21,1,0
766,22,1,0
767,2,1,0
767,8,1,0
768,2,1,0
769,2,1,1
769,22,1,1
770,3,1,0
771,3,1,0
772,3,1,0
772,4,1,0
772,7,1,0
772,8,1,0
772,14,1,0
772,16,1,0
772,22,1,1
773,4,1,1
773,22,1,0
774,4,1,0
775,6,1,0
775,7,1,0
776,6,1,1
776,8,1,1
777,6,1,0
777,8,1,0
778,7,1,0
778,19,1,0
778,20,1,0
779,7,1,1
779,8,1,0
779,9,1,1
779,12,1,0
779,13,1,1
779,14,1,0
779,16,1,1
779,19,1,0
779,20,1,1
779,22,1,0
780,7,1,0
781,10,1,1
782,10,1,0
783,10,1,0
784,10,1,0
785,10,1,0
786,11,1,0
787,11,1,0
788,11,1,0
789,11,1,1
790,11,1,0
791,12,1,0
791,19,1,0
791,20,1,0
792,12,1,0
793,13,1,0
794,13,1,0
795,14,1,0
796,14,1,1
796,15,1,1
797,14,1,0
797,15,1,0
798,14,1,0
798,15,1,0
798,22,1,0
799,14,1,0
800,15,1,0
801,17,1,0
802,17,1,1
803,17,1,0
804,17,1,0
805,17,1,0
806,18,1,0
807,18,1,0
808,18,1,1
809,18,1,0
810,18,1,0
811,19,1,0
812,1,1,0
812,7,1,0
812,12,1,0
812,14,1,0
812,16,1,0
812,19,1,0
812,22,1,0
813,1,1,1
813,2,1,0
813,6,1,0
813,7,1,0
813,9,1,1
813,12,1,1
813,13,1,0
813,14,1,0
813,16,1,1
813,19,1,0
813,20,1,0
813,21,1,1
813,22,1,1
814,1,1,0
814,4,1,0
814,6,1,1
814,22,1,0
815,1,1,0
815,22,1,0
816,1,1,0
